ts	agent	prev2	prev1	tool_name
2026-09-13T05:22:51.488746+00:00	painter-astra	send_message	send_message	send_message
2026-09-13T05:24:00.525402+00:00	agent-colors		send_message	send_message
2026-09-13T05:24:47.685939+00:00	Orchestra-orchestrator	spawn_worker	send_message	send_message
2026-09-13T05:25:38.948254+00:00	bench-master	list_agents	send_message	bg_create
2026-09-13T05:25:43.996170+00:00	painter-latency	bg_create	send_message	bg_create
2026-09-13T05:25:44.247386+00:00	painter-latency	send_message	bg_create	send_message
2026-09-13T05:26:35.593685+00:00	bench-master	send_message	bg_create	send_message
2026-09-13T05:26:42.454580+00:00	Orchestra-orchestrator	send_message	send_message	bg_list
2026-09-13T05:26:58.451634+00:00	bench-master	bg_create	send_message	list_agents
2026-09-13T05:27:11.677182+00:00	bench-master	send_message	list_agents	send_message
2026-09-13T05:27:16.522117+00:00	painter-latency	bg_create	send_message	bg_create
2026-09-13T05:27:21.113060+00:00	painter-rescue	bg_create	send_message	bg_create
2026-09-13T05:27:36.238465+00:00	agent-colors	send_message	send_message	send_message
2026-09-13T05:28:03.815303+00:00	agent-colors	send_message	send_message	send_message
2026-09-13T05:28:21.929479+00:00	painter-latency	send_message	bg_create	send_message
