project_id	scope	par_number	status	worker_session_id	worker_row_exists	worker_name	worker_status	worker_task_id	matching_main_prefix_count	linked_git_commit_count	linked_sha_reachable_count
seedon	/home/kesha/projects/seedon	103	done		0				2	1	1
seedon	/home/kesha/projects/seedon	104	new		0				0	0	0
seedon	/home/kesha/projects/seedon	106	done		0				0	1	0
seedon	/home/kesha/projects/seedon	107	done	c3b39cd4-ff3f-4ff0-9475-703643b81168	1	fix-groom-proxy	archived		1	1	1
seedon	/home/kesha/projects/seedon	108	done	18af44c0-b070-4cf4-9115-2358eea56f79	1	fix-groom-live	archived		1	2	1
seedon	/home/kesha/projects/seedon	109	done	d2e45a95-36d4-4bbd-bdc1-e12830504fdb	1	fix-groom-models	archived		1	1	1
seedon	/home/kesha/projects/seedon	110	done	cf19e251-6030-45db-91ac-5f60e86ce961	1	fix-groom-conversation	archived		1	2	1
seedon	/home/kesha/projects/seedon	111	done	2d9f1a45-0937-4a9c-980b-92b59c4678e0	1	fix-groom-render	archived		1	1	1
seedon	/home/kesha/projects/seedon	112	in_progress	534ef80d-3c8a-46cf-9e3a-d7c984fdc6ed	1	fix-groom-operator	archived		5	2	1
seedon	/home/kesha/projects/seedon	113	done		0				4	0	0
seedon	/home/kesha/projects/seedon	115	done		0				2	0	0
seedon	/home/kesha/projects/seedon	119	done		0				1	0	0
seedon	/home/kesha/projects/seedon	120	done		0				0	1	1
seedon	/home/kesha/projects/seedon	121	done		0				1	1	1
seedon	/home/kesha/projects/seedon	122	done		0				1	1	1
seedon	/home/kesha/projects/seedon	123	in_progress	9034f97e-4d1f-4ece-a842-49da17654226	1	landing-choice	archived		9	6	6
seedon	/home/kesha/projects/seedon	124	done		0				2	1	1
seedon	/home/kesha/projects/seedon	125	done		0				1	3	1
seedon	/home/kesha/projects/seedon	126	done		0				2	1	1
seedon	/home/kesha/projects/seedon	127	done		0				3	1	1
seedon	/home/kesha/projects/seedon	128	done		0				1	2	1
seedon	/home/kesha/projects/seedon	129	new		0				1	1	1
